Initial_Weight,Final_Weight,Height,Age,Gender
213,216.5,64,38,female
190,194,66,42,female
204,204,76,51,male
317,316,63,37,female
196,196,65,50,female
156,156,69,25,female
336,336,65,49,female
135,135,65,44,female
177,177,65,67,female
222,149,64,34,female
265,265,75,57,male
292,286,76,41,male
134,124,64,43,female
141,141,67,57,female
215,215,66,40,female
160,158,69,53,female
140,140,68,22,female
216,213,62,34,female
214,214,72,37,female
120,120,63,22,female
210,210,68,40,female
160,160,60,36,female
156,156,66,44,female
216,216,65,36,female
227,227,64,52,female
140,140,70,45,female
153.8,150.8,64,34,female
218,223,71,49,male
182,182,69,25,male
185,184,68,35,female
206,204,72,60,male
162.8,163,64,30,female
205,207,70,50,female
191,191,66,38,female
147,147,63,26,female
127,127,67,27,female
165,165,63,54,female
240,240,65,34,female
160,165.6,66,62,female
165,165,66,65,female
300,300,63,39,female
128,133,62,36,female
140,141,65,24,female
130,114,62,40,female
250,250,63,26,female
180,180,72,30,male
160,160,62,43,female
221,201.5,65,53,female
156,152,67,29,female
283,277,65,54,female
289,289,64,40,female
225,220,67,32,female
296,308,75,35,male
150,150,64,41,female
165,165,67,58,female
217,217,67,31,female
193,182.4,65,55,female
190,190,74,36,male
178,178,68,43,female
150,148.2,62,31,female
190.4,190.4,65,27,female
161,159,69,32,female
166,158.8,69,50,female
298,299,73,53,male
188,186,69,38,female
124,124,60,27,female
285,285,66,32,female
129,126,66,40,female
160,160,61,34,female
206.2,201.2,64,45,female
132,132,60,38,female
199,199,70,52,female
145,145,65,33,female
206,206,64,68,female
136,133.6,62,38,female
192,192,70,61,male
200,177,63,51,female
186,181,68,27,female
162,161.2,62,33,female
172,151,64,54,female
237,237,64,46,female
284,281.1,66,50,female
223,223,60,76,female
176,174.6,65,25,female
190,185,66,39,female
179,179,72,40,male
162,163.3,65,26,female
215,215,65,38,female
371,371,64,35,female
128,128,63,23,female
248,248,65,26,female
257,253,68,31,male
280,280,69,52,male
252,252,72,46,female
175,155,68,34,male
185,179.8,66,25,female
250,250,75,39,male
340,340,65,32,female
144,142,62,48,female
336,330,69,40,female
178,175,67,41,female
154,154,68,23,female
193,193,63,42,female
309,309,60,56,female
205,205,68,59,female
218,218,65,38,female
178,178,66,23,female
130,130,62,31,female
169,169,65,29,female
232,232,64,61,female
235,235,66,60,female
230,230,65,29,female
243,214.4,70,42,female
220,220,64,29,female
215,200,68,42,female
142,143.2,64,31,female
310,301,67,40,female
174,174,63,45,female
286,261.4,74,33,male
158,158,64,39,female
170,170,67,29,female
200,200,69,23,male
168,171,64,51,female
236,234,62,77,female
180,180,66,23,female
170,170,66,38,female
190,190,69,27,female
220,220,65,27,female
135,135,61,77,female
176,169.8,66,30,female
200,181,64,50,female
158,158,64,54,female
215,218,68,56,female
216,216,68,63,male
175,175,62,51,female
174.4,182.8,74,30,female
151,150,69,44,female
195,195,64,20,female
149,147.6,65,41,female
208,210.8,64,54,female
300,300,65,50,female
180,180,66,51,female
167,167,63,29,female
196,196,67,32,female
239.58,221.34,64,56,female
217,216.2,62,24,female
221.8,228.6,68,37,female
179,176.4,62,35,female
158,162,66,43,female
230,230,67,59,female
138,138,64,44,female
175,174,65,32,female
230,230,64,41,female
285,285,72,29,male
168,163.8,62,43,female
121,116,61,20,female
306,306,68,39,female
180,180.2,65,44,female
198,198,68,56,female
173,173,66,58,female
155,155,64,54,female
197,197,62,18,female
185,185,60,45,female
176,176,63,58,female
156,154,66,54,female
163,164,68,63,female
141,141,60,62,female
220,220,63,40,female
363,356.1,69,54,female
190,190,67,29,male
160,171,62,55,female
268,268,66,57,female
198,198,65,18,female
133,133,63,39,female
190,184,63,33,female
145,145,64,54,female
330,330,62,27,female
177,170,69,44,female
137,137,68,43,female
171,176,60,41,female
145,136,64,24,female
227,227,64,35,female
195,195,67,26,female
158,158,69,23,female
234,225,71,31,male
210,202.6,60,70,female
258,258,66,53,female
157,150,65,30,female
166,166,67,72,female
202,199,67,38,female
200,198.6,67,30,female
155,155.5,66,33,female
385,368.2,66,50,female
148,148,68,41,female
156,160,64,32,female
150,145,66,26,female
292,292,65,34,female
171,162,67,23,female
237,237,67,56,female
280,280,70,60,female
155,155,68,54,female
125,123,65,54,female
164,164,67,30,female
179,179,70,40,male
208,198,72,54,male
215,215,69,40,female
244,244,66,27,female
202,202,67,43,female
185,185,63,47,female
253,253,67,35,female
166,166,62,47,female
140,140,68,21,male
158,157,66,36,female
298,298,63,69,female
228,223,74,52,male
193,193,66,49,female
128,126.4,63,56,female
174,172,62,41,female
150,164.3,64,49,female
250,250,76,41,male
158,155,67,45,female
146,142,68,32,female
174,178,70,63,male
187,174,66,53,female
148,140,64,58,female
260,262,65,48,female
243,243,65,31,female
215,205.8,68,22,female
245,235,72,66,male
220,220,66,53,female
141,138.6,63,44,female
162,162,64,39,female
190.2,192.4,62,52,female
165,158,71,19,male
252,243,73,41,male
148,148,67,40,female
165,160,67,32,male
305,305,74,55,male
160,159,67,30,female
200,200,69,32,female
340,340,71,42,male
267,267,68,55,male
261,261,70,44,male
142,142,63,43,female
270,270,72,31,female
196,195,67,53,female
177,181,67,28,female
216,216,67,32,female
143,143,64,41,female
154,156,62,40,female
205,205,69,36,male
172,164,60,44,female
179,178.4,67,71,female
298,298,66,31,female
186,184.4,71,48,male
196.2,186.6,67,62,male
149,149,61,45,female
188,198,63,28,female
204,204,64,40,female
185,190.6,60,62,female
249,232,62,51,female
215,218,64,20,female
160,153.8,67,25,female
260,260,68,55,male
200,200,67,30,female
155,151.4,67,38,female
455,341,65,55,female
160.2,160.2,60,64,female
159.5,159.5,62,43,female
250,247,64,52,female
163,154,66,50,female
185,185,67,82,male
210,148,66,14,male
164.4,159.4,68,26,female
145,140.4,63,50,female
185,185,71,38,male
187,182,66,22,female
250,254,64,30,female
128.2,121.8,64,28,female
163,163,71,36,female
199.58,200,70,40,female
206,206,71,58,female
246,240,65,55,female
274,274,68,36,male
225,224,70,45,male
180,172.8,64,39,female
127,127,67,29,female
230,230,69,40,female
260,260,64,38,female
225,239,66,44,female
163,163,65,58,female
182,182,62,46,female
287,272,72,61,male
196,202,64,17,female
143,138,65,41,female
195,193.4,64,51,female
243,242,67,48,female
192,201,70,51,female
169,169,67,41,female
130,130,66,26,female
188,182,63,21,female
208,215,71,45,male
158,160,62,45,female
143,143.4,65,55,female
152,152,60,59,female
196,195.4,63,41,female
174,174,64,36,female
180,178,70,35,male
247,235.6,67,26,female
170,170,63,58,female
275,265,66,28,female
193,188,71,61,male
132,132,63,30,female
144,144,60,33,female
255,255,70,27,male
177,177,64,51,female
150,150,65,57,female
38,38,42,4,male
214,210.4,66,53,female
158,158,66,58,female
246,236.4,73,23,male
220,220,69,29,female
177,173,66,52,female
180,180,67,32,male
145,145,71,27,female
220,189,65,57,female
242,234,69,28,female
145,134.5,68,26,female
240,240,74,22,male
168,163.4,64,43,female
201,201,59,24,female
138,138,63,36,female
165,165,63,40,female
240,245,74,41,male
130,130,66,55,female
156,149,68,26,female
136,136,65,34,female
195,195,71,58,male
207.5,207.5,69,51,male
268,245,72,40,female
120,120,70,19,female
229,221.5,67,59,female
226,226,65,70,female
132,126,68,55,female
190,192.2,66,50,female
150,150,67,19,female
123,122,61,47,female
183,183,66,31,female
160,160,61,43,female
239,231.2,71,24,male
140,140,62,31,female
155,155,65,49,female
200,195,63,56,female
175,175,67,59,female
219,219,65,50,female
197,197,67,39,male
190,185,65,66,female
169,166,65,21,female
224,217,62,28,female
170,170,67,42,female
192,181,67,55,female
190,190,68,60,male
260,263,72,41,male
172,171.5,62,56,female
143,141.6,63,31,female
194,194,68,37,male
159,159,66,60,female
263,258.8,65,42,female
199,199,63,68,female
176,184,64,51,female
155,153,66,52,female
175,175,64,34,female
253,248,68,30,female
135,135,62,32,female
128,128,65,37,female
166,165.6,64,36,female
230,209,60,29,female
193,193,60,57,female
185,185,71,32,male
162,162,61,46,female
184,184,63,47,female
139,134,61,30,female
317,317,71,49,male
130,130,60,62,female
163.4,155,64,45,female
150,145,62,47,female
167,167,63,55,female
161,161,67,30,female
187,187,67,27,female
228,227,72,29,male
237,237,62,60,female
175,181,65,41,female
235,230,63,45,female
202,198,72,25,male
200,200,64,41,female
328,320.8,68,45,male
260,250,70,22,male
260,260,66,53,female
141,141,67,32,female
185,185,67,63,female
171,171,70,37,female
190,189,68,54,female
260,255,70,55,female
168.2,162.6,63,59,female
228,228,68,54,male
220,220,71,64,female
279,277.6,76,34,male
208.56,208.56,65,40,female
183,181,61,27,female
208,208,67,37,female
205,205,62,42,female
249,249,72,47,male
240,240,66,30,female
185,182.5,68,59,female
138,138,61,26,female
171,171,65,42,female
125,125,67,14,male
153,135.8,61,45,female
180,180,62,56,female
203,194,67,32,female
125,120,64,28,female
128,134,62,55,female
169,164,63,63,female
149,149,65,40,female
145,145,64,31,female
180,180,67,48,female
256,256,66,31,female
260,260,69,34,female
183,183,66,25,female
125,125,60,40,female
147,147,64,38,female
175,172,70,51,male
212,212,67,52,female
135,135,64,18,female
210,210,65,68,female
200,200,71,43,male
135,133,66,30,female
130,134,63,25,female
252,193,66,24,female
202,202,70,35,male
193,193,64,39,female
157,146,66,37,female
193,198.2,67,31,female
268,270,70,38,male
210,198,65,22,female
166,167,64,38,female
333,333,64,30,female
180,164,64,35,female
168.8,152.2,58,25,female
145,145,66,60,female
163,152,65,43,female
169,166,61,62,female
267,251,73,49,male
178,172,64,48,female
245,242,62,24,female
129,129,61,56,female
275,266,64,32,female
182,182,64,33,female
152,149,65,31,female
178,178,62,39,female
174,174,67,60,male
131,131,65,30,female
210,210,63,25,female
275,275,63,55,female
287.4,277.42,61,51,female
195,195,66,56,female
176,176,77,33,female
152,148.3,63,42,female
170,169,64,41,female
203,211.5,65,53,female
102,102,68,38,female
159,168.8,64,29,male
226,226,62,49,female
335,335,62,62,female
239,239,65,29,male
183,183,62,26,female
237,237,63,29,female
151,151,64,50,female
148,150,64,33,female
215,215,68,19,female
115,113,61,29,female
147,138.2,62,35,female
245,245,75,37,male
247,245,67,20,female
186,186,68,33,female
168,168,66,27,female
228,228,70,33,male
170,167.5,64,57,female
302,305.5,64,51,female
150,150,65,54,female
185,185,66,26,female
291,272.7,66,37,female
123,123.8,60,39,female
219,217,68,43,female
122,122,65,37,female
200,200,66,33,female
145,145,66,32,female
146,146,62,42,female
181.72,166.65,68,48,male
176,176.7,62,36,female
128,128,62,43,female
300,300,69,41,male
123,118,64,21,female
148,142.8,62,34,female
146,146,64,33,female
179.2,179.2,66,22,male
132,132,60,26,female
141,139,71,16,female
175,175,72,41,female
165,165,66,59,female
144,139,64,40,female
338.36,338.36,68,60,female
217,217,64,48,female
183,183,67,56,male
250,254,70,49,female
130,133.2,61,59,female
217,217,65,50,female
235,232.2,64,39,female
163,160.5,63,59,female
157,152,65,35,female
168,165,71,30,female
214,214,69,44,male
240,240,69,27,female
193,193,71,30,female
218,218,63,65,female
135,133,64,40,female
262,257.2,70,49,female
282,282,69,65,male
152,161.5,68,34,female
159,156,63,56,female
178,176,64,47,female
180,161,68,49,female
170,170,68,22,female
296,296,68,40,female
176,176,63,46,female
168,165,65,56,female
244,244,61,35,female
119,119,59,34,female
115.8,115,64,26,female
166,171,64,36,female
206,203,64,61,female
185,185,60,49,female
165,165,64,44,female
135,134.5,60,46,female
271,271,70,25,male
190,190,63,31,female
196,196,69,75,male
175,175,65,44,female
146,144.5,66,39,female
171,169,62,23,female
255,255,68,48,female
160,163.4,63,42,female
174,174,67,28,female
128,124,64,20,female
154,157,62,27,female
235,235,77,37,male
245,222,66,46,female
179,174.5,65,44,female
225,224,66,42,female
205,205.8,65,55,female
121,121,63,24,female
235,239,72,44,male
229,163,64,33,female
169,169,66,40,female
148,144,67,25,female
190,190,65,65,female
210,210,63,47,female
173,176.5,63,63,female
148,148,60,49,female
220,202,68,65,male
150,150,67,48,female
190,190,65,39,female
250,250,71,39,male
206,206,69,42,female
238,227,68,58,male
231,212,65,51,female
229,235.4,64,47,female
236,227,69,50,female
191,184.5,70,35,female
173,178,62,36,female
256,256,64,22,female
156,146,64,57,female
108,96.4,58,63,female
142,142,62,52,female
182,182,65,31,male
120,120,65,40,female
240,240,65,67,female
229,202.8,67,24,female
152,152,66,50,female
230,230,69,32,male
138,138,64,55,female
247,244,69,24,female
185,140.2,64,38,female
156,156,68,42,female
175,175,63,43,female
189,186.4,67,31,female
153,153,64,52,female
140,140,64,22,female
153,153,60,62,female
280,280,64,35,female
198,174,63,49,female
210,215,68,48,male
147,140,64,24,female
137,145,64,36,female
186,195,69,29,female
159,158,66,29,female
162,162,66,39,female
223,223,74,28,male
138,136.3,61,25,female
190,190,70,21,female
224,224,69,31,female
181,177.5,66,61,female
137.5,135.4,60,35,female
176,176,60,24,female
135,135,64,46,female
145,139,64,55,female
311,311,69,43,female
130,130,63,20,female
250,250,63,30,female
178,178,64,31,female
365,365,71,38,male
205,204.3,68,52,female
170,166.8,66,31,female
270,270,67,48,female
165,165,70,20,male
197,166,64,33,female
160,157.6,64,71,female
159,159,67,26,female
219,219,67,35,female
188,186.4,67,55,female
206,206,67,52,female
323.42,299,72,37,male
156,156,63,61,female
260,260,70,29,female
205,205,71,23,male
117,112,63,33,female
230,230,66,37,female
230,230,66,41,female
225,220.4,64,31,female
189,189,63,58,female
170,169.4,65,33,female
130,130,63,25,female
153,153,61,19,female
260,260,68,49,female
143,139,67,43,female
210,210,73,42,male
195,192,62,44,female
215,210.8,69,33,male
125,122,62,29,female
162,162,66,25,female
175,175,69,20,female
257,257,66,37,female
173,173,61,31,female
229,229,64,45,female
175,175,65,72,female
240,233.41,73,63,male
150,145,64,30,female
172,171,61,58,female
149,149,64,21,female
245,245,65,58,male
270,265,71,45,male
177.6,149,64,38,female
156.5,156.5,63,18,female
296.34,296.34,73,26,male
224,224,72,40,male
177,177,60,19,female
145,145,66,55,female
267,267,72,42,male
191,191,73,51,male
260,256,69,27,female
260,260,71,25,male
180,180,65,39,female
171,171,66,29,female
204,204,62,32,female
220.8,224.6,65,32,female
132,131,60,20,female
137,134,64,32,female
178,188.8,65,23,female
211,211,63,55,female
270,270,69,43,female
300,300,69,34,female
267,262,65,57,female
148,148,62,30,female
143,142.3,66,40,female
184,178,66,37,female
204,204,73,27,male
116,116,63,20,female
215,215,65,62,female
170,170,63,48,female
200,200,63,49,female
158,158,63,55,female
250,250,69,36,male
252,250.5,68,40,female
270,263.4,64,29,female
237,237,73,40,male
135,129,68,30,female
171,142.5,62,51,female
217,217,63,44,female
185,164.5,63,34,female
235,239,68,36,female
115,113,61,39,female
309,296,70,40,female
170,170,66,47,female
164,162.6,65,28,female
168,168,62,71,female
233,233,69,27,female
181,171.3,67,46,female
234,234,65,53,female
180,179,63,47,female
296,296,65,54,female
300,300,68,24,male
212,218.8,72,25,female
175,175,66,34,female
135,136.5,65,23,female
160,160,61,41,female
183,183,65,64,female
261,261,67,65,female
181,181,66,28,female
146,146,67,65,female
300,300,61,43,female
168,168,70,26,female
148,148,61,33,female
143,143,67,33,female
195,195.8,70,23,female
175,167,67,32,female
210,210,71,52,female
250,250,72,61,male
265,265,64,55,female
204,204,67,39,female
150,150,65,51,female
238,226,71,56,male
310,310,74,20,male
172,172,61,42,female
135,135,64,24,female
140,212,65,33,female
195,191.2,76,53,male
133,128.5,62,48,female
178,176,67,58,female
200,200,69,18,female
235,235,63,60,female
211,211,68,59,male
186,186,68,56,female
170,170,63,57,female
256.6,256.6,69,40,female
170,170,65,42,female
150.7,330,65,27,female
187,187,66,49,female
179.6,192.2,62,42,female
134,133.6,62,42,female
236,246,68,46,female
158,158,65,30,female
204.6,204,72,66,male
220,217,61,41,female
195,195,69,27,female
140,138.2,68,37,female
125,126,61,27,female
255,254.8,63,42,female
308,309,65,50,female
260,264.5,71,52,male
150,150,65,41,female
181,181,65,46,female
217,217,65,49,female
224,224.5,64,46,female
162,157.6,65,40,female
213,210,71,46,male
290,290,63,33,female
194,194,64,32,female
259,259,63,52,female
171,171,66,38,female
157,157,66,55,male
200,200,61,62,female
273,273,65,47,female
228,229,63,44,female
156,156,67,54,female
135.5,130,65,25,female
195,195,65,26,female
201,201,70,49,female
253,253,66,54,female
153.6,152,63,25,female
213,208,71,38,male
140,140,66,23,female
240,162.5,66,59,female
153,145.2,68,43,female
209,204.4,67,30,female
132,132,62,35,female
238,238.8,60,51,female
210,207.8,72,62,male
194,194,71,52,male
199,187.2,67,33,female
